Case ID,Activity,Timestamp,Resource,Verzekeringstype,Kanaal,Risiconiveau,Afwijzingsreden
INS-2025-0118,Handmatige premiecorrectie toegepast,2025-02-25 02:05:21,Sander K.,Opstalverzekering,Tussenpersoon,,
INS-2025-0144,Documentcontrole gestart,2025-02-25 02:11:54,Marieke S.,Opstalverzekering,Online portal,,
INS-2025-0233,Premie definitief vastgesteld,2025-02-25 02:11:55,Sander K.,Reisverzekering,Online portal,,
INS-2025-0074,Offerte geweigerd door klant,2025-02-25 02:27:32,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0018,Offerte aangemaakt,2025-02-25 02:40:08,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0077,Onderzoeksrapport beoordeeld,2025-02-25 02:42:21,Dirk M.,Levensverzekering,Telefoon,,
INS-2025-0028,Risicoanalyse gestart,2025-02-25 02:45:33,Saskia L.,Reisverzekering,Tussenpersoon,,
INS-2025-0204,Polis definitief vastgesteld,2025-02-25 02:46:59,Ingrid Z.,Reisverzekering,Tussenpersoon,,
INS-2025-0057,Handmatige premiecorrectie toegepast,2025-02-25 02:52:28,Bianca V.,Reisverzekering,E-mail,,
INS-2025-0233,Offerte aangemaakt,2025-02-25 02:54:47,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0021,Offerte geweigerd door klant,2025-02-25 03:01:19,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0030,Documentcontrole goedgekeurd,2025-02-25 03:01:35,Eline P.,Inboedelverzekering,Telefoon,,
INS-2025-0209,Polis gecontroleerd,2025-02-25 03:04:03,Thomas A.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0238,Risicoclassificatie vastgesteld,2025-02-25 03:04:21,Dirk M.,Inboedelverzekering,Tussenpersoon,Hoog,
INS-2025-0090,Intake voltooid,2025-02-25 03:08:19,Yousra B.,Opstalverzekering,Tussenpersoon,,
INS-2025-0118,Premie definitief vastgesteld,2025-02-25 03:11:15,Sander K.,Opstalverzekering,Tussenpersoon,,
INS-2025-0234,Risicoanalyse afgerond,2025-02-25 03:26:52,Dirk M.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0246,Polis definitief vastgesteld,2025-02-25 03:33:16,Thomas A.,Reisverzekering,E-mail,,
INS-2025-0180,Premieberekening gestart,2025-02-25 03:35:36,Sander K.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0294,Polis gecontroleerd,2025-02-25 03:39:31,Thomas A.,Autoverzekering,Telefoon,,
INS-2025-0050,Document afgekeurd,2025-02-25 03:44:15,Joost H.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0184,Document afgekeurd,2025-02-25 03:44:42,Eline P.,Autoverzekering,E-mail,,
INS-2025-0090,Documentcontrole gestart,2025-02-25 03:45:20,Marieke S.,Opstalverzekering,Tussenpersoon,,
INS-2025-0296,Polis gecontroleerd,2025-02-25 03:46:59,Layla N.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0155,Polis aangemaakt in systeem,2025-02-25 03:57:51,Thomas A.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0133,Polis gecontroleerd,2025-02-25 03:59:47,Ingrid Z.,Inboedelverzekering,Online portal,,
INS-2025-0278,Offerte geweigerd door klant,2025-02-25 04:02:50,SYSTEEM,Arbeidsongeschiktheid,E-mail,,
INS-2025-0072,Premie definitief vastgesteld,2025-02-25 04:03:09,Bianca V.,Inboedelverzekering,E-mail,,
INS-2025-0018,Offerte verstuurd naar klant,2025-02-25 04:07:38,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0030,Risicoanalyse gestart,2025-02-25 04:16:21,Dirk M.,Inboedelverzekering,Telefoon,,
INS-2025-0204,Startpremie geïncasseerd,2025-02-25 04:16:34,Sander K.,Reisverzekering,Tussenpersoon,,
INS-2025-0203,Polis gecontroleerd,2025-02-25 04:17:38,Ingrid Z.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0074,Aanvraag ingetrokken door klant,2025-02-25 04:19:42,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0098,Documentcontrole goedgekeurd,2025-02-25 04:20:18,Marieke S.,Opstalverzekering,Tussenpersoon,,
INS-2025-0296,Polis definitief vastgesteld,2025-02-25 04:23:00,Ingrid Z.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0118,Offerte aangemaakt,2025-02-25 04:23:28,SYSTEEM,Opstalverzekering,Tussenpersoon,,
INS-2025-0233,Offerte verstuurd naar klant,2025-02-25 04:39:58,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0246,Startpremie geïncasseerd,2025-02-25 04:40:01,Bianca V.,Reisverzekering,E-mail,,
INS-2025-0167,Premieberekening gestart,2025-02-25 04:41:20,Bianca V.,Levensverzekering,E-mail,,
INS-2025-0151,Premieberekening gestart,2025-02-25 04:42:32,Sander K.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0234,Acceptatiebeoordeling gestart,2025-02-25 04:44:10,Pieter dB.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0180,Premie definitief vastgesteld,2025-02-25 04:46:32,Sander K.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0078,Offerte geaccepteerd door klant,2025-02-25 04:47:11,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0116,Offerte geaccepteerd door klant,2025-02-25 04:47:53,SYSTEEM,Levensverzekering,E-mail,,
INS-2025-0057,Premie definitief vastgesteld,2025-02-25 04:56:20,Sander K.,Reisverzekering,E-mail,,
INS-2025-0118,Offerte verstuurd naar klant,2025-02-25 04:57:22,SYSTEEM,Opstalverzekering,Tussenpersoon,,
INS-2025-0216,Risicoclassificatie vastgesteld,2025-02-25 04:58:51,Nora F.,Autoverzekering,E-mail,Midden,
INS-2025-0098,Risicoanalyse gestart,2025-02-25 05:00:08,Ahmed T.,Opstalverzekering,Tussenpersoon,,
INS-2025-0209,Polis definitief vastgesteld,2025-02-25 05:03:40,Layla N.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0268,Bezwaar beoordeeld,2025-02-25 05:05:53,Wendy R.,Opstalverzekering,E-mail,,
INS-2025-0077,Risicoanalyse afgerond,2025-02-25 05:07:07,Dirk M.,Levensverzekering,Telefoon,,
INS-2025-0294,Polis definitief vastgesteld,2025-02-25 05:08:02,Layla N.,Autoverzekering,Telefoon,,
INS-2025-0203,Polis definitief vastgesteld,2025-02-25 05:08:33,Ingrid Z.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0110,Documentcontrole goedgekeurd,2025-02-25 05:08:46,Marieke S.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0072,Offerte aangemaakt,2025-02-25 05:13:32,SYSTEEM,Inboedelverzekering,E-mail,,
INS-2025-0155,Polis gecontroleerd,2025-02-25 05:13:44,Thomas A.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0273,Documentcontrole goedgekeurd,2025-02-25 05:15:31,Eline P.,Opstalverzekering,Telefoon,,
INS-2025-0296,Startpremie geïncasseerd,2025-02-25 05:16:50,Bianca V.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0021,Aanvraag ingetrokken door klant,2025-02-25 05:23:46,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0009,Aanvraag ontvangen,2025-02-25 05:28:19,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0133,Polis definitief vastgesteld,2025-02-25 05:29:49,Ingrid Z.,Inboedelverzekering,Online portal,,
INS-2025-0116,Polisopmaak gestart,2025-02-25 05:35:49,Thomas A.,Levensverzekering,E-mail,,
INS-2025-0078,Polisopmaak gestart,2025-02-25 05:37:52,Thomas A.,Opstalverzekering,Online portal,,
INS-2025-0057,Offerte aangemaakt,2025-02-25 05:42:11,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0294,Startpremie geïncasseerd,2025-02-25 05:46:21,Sander K.,Autoverzekering,Telefoon,,
INS-2025-0110,Risicoanalyse gestart,2025-02-25 05:49:21,Ahmed T.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0209,Startpremie geïncasseerd,2025-02-25 05:49:56,Bianca V.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0252,Premieberekening gestart,2025-02-25 05:50:27,Bianca V.,Levensverzekering,Online portal,,
INS-2025-0184,Correctie opgevraagd bij klant,2025-02-25 05:50:53,Joost H.,Autoverzekering,E-mail,,
INS-2025-0296,Polis geactiveerd,2025-02-25 05:52:53,SYSTEEM,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0180,Offerte aangemaakt,2025-02-25 05:54:21,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0072,Offerte verstuurd naar klant,2025-02-25 06:00:22,SYSTEEM,Inboedelverzekering,E-mail,,
INS-2025-0133,Startpremie geïncasseerd,2025-02-25 06:09:12,Bianca V.,Inboedelverzekering,Online portal,,
INS-2025-0203,Startpremie geïncasseerd,2025-02-25 06:12:23,Bianca V.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0204,Polis geactiveerd,2025-02-25 06:13:44,SYSTEEM,Reisverzekering,Tussenpersoon,,
INS-2025-0155,Polis definitief vastgesteld,2025-02-25 06:17:30,Ingrid Z.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0238,Aanvullend onderzoek aangevraagd,2025-02-25 06:17:41,Dirk M.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0050,Correctie opgevraagd bij klant,2025-02-25 06:18:51,Eline P.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0167,Handmatige premiecorrectie toegepast,2025-02-25 06:20:46,Sander K.,Levensverzekering,E-mail,,
INS-2025-0064,Documentcontrole goedgekeurd,2025-02-25 06:23:56,Joost H.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0137,Risicoclassificatie vastgesteld,2025-02-25 06:26:11,Saskia L.,Aansprakelijkheidsverzekering,Online portal,Laag,
INS-2025-0296,Welkomstbericht verstuurd,2025-02-25 06:34:47,SYSTEEM,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0246,Polis geactiveerd,2025-02-25 06:38:14,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0215,Premieberekening gestart,2025-02-25 06:39:29,Bianca V.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0009,Aanvraag geregistreerd,2025-02-25 06:41:38,Yousra B.,Zorgverzekering,E-mail,,
INS-2025-0133,Polis geactiveerd,2025-02-25 06:48:17,SYSTEEM,Inboedelverzekering,Online portal,,
INS-2025-0077,Acceptatiebeoordeling gestart,2025-02-25 06:52:16,Wendy R.,Levensverzekering,Telefoon,,
INS-2025-0273,Risicoanalyse gestart,2025-02-25 06:55:33,Saskia L.,Opstalverzekering,Telefoon,,
INS-2025-0155,Startpremie geïncasseerd,2025-02-25 07:07:30,Bianca V.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0203,Polis geactiveerd,2025-02-25 07:08:04,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0209,Polis geactiveerd,2025-02-25 07:15:18,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0180,Offerte verstuurd naar klant,2025-02-25 07:18:27,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0168,Risicoclassificatie vastgesteld,2025-02-25 07:21:10,Dirk M.,Reisverzekering,Tussenpersoon,Laag,
INS-2025-0057,Offerte verstuurd naar klant,2025-02-25 07:24:45,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0296,Aanvraagproces afgerond,2025-02-25 07:25:40,SYSTEEM,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0013,Aanvraag afgewezen,2025-02-25 07:26:25,Wendy R.,Aansprakelijkheidsverzekering,Online portal,,Fraude-indicatie
INS-2025-0204,Welkomstbericht verstuurd,2025-02-25 07:28:23,SYSTEEM,Reisverzekering,Tussenpersoon,,
INS-2025-0294,Polis geactiveerd,2025-02-25 07:31:35,SYSTEEM,Autoverzekering,Telefoon,,
INS-2025-0252,Premie definitief vastgesteld,2025-02-25 07:36:16,Bianca V.,Levensverzekering,Online portal,,
INS-2025-0246,Welkomstbericht verstuurd,2025-02-25 07:36:59,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0038,Polis aangemaakt in systeem,2025-02-25 07:42:31,Ingrid Z.,Autoverzekering,E-mail,,
INS-2025-0064,Risicoanalyse gestart,2025-02-25 07:44:28,Dirk M.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0215,Handmatige premiecorrectie toegepast,2025-02-25 07:51:32,Sander K.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0155,Polis geactiveerd,2025-02-25 07:55:06,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0278,Heronderhandeling gestart,2025-02-25 07:56:34,Wendy R.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0203,Welkomstbericht verstuurd,2025-02-25 07:57:11,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0213,Documentcontrole goedgekeurd,2025-02-25 08:00:18,Joost H.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0195,Aanvraag ontvangen,2025-02-25 08:03:28,SYSTEEM,Levensverzekering,Tussenpersoon,,
INS-2025-0216,Risicoanalyse afgerond,2025-02-25 08:04:38,Nora F.,Autoverzekering,E-mail,,
INS-2025-0151,Premie definitief vastgesteld,2025-02-25 08:13:51,Bianca V.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0133,Welkomstbericht verstuurd,2025-02-25 08:14:52,SYSTEEM,Inboedelverzekering,Online portal,,
INS-2025-0174,Polis aangemaakt in systeem,2025-02-25 08:17:49,Layla N.,Levensverzekering,Tussenpersoon,,
INS-2025-0195,Aanvraag geregistreerd,2025-02-25 08:19:05,Fatima K.,Levensverzekering,Tussenpersoon,,
INS-2025-0209,Welkomstbericht verstuurd,2025-02-25 08:19:08,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0155,Welkomstbericht verstuurd,2025-02-25 08:25:21,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0078,Polis aangemaakt in systeem,2025-02-25 08:25:27,Ingrid Z.,Opstalverzekering,Online portal,,
INS-2025-0001,Premieberekening gestart,2025-02-25 08:32:18,Bianca V.,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0288,Risicoclassificatie vastgesteld,2025-02-25 08:33:46,Saskia L.,Aansprakelijkheidsverzekering,Telefoon,Laag,
INS-2025-0177,Premieberekening gestart,2025-02-25 08:42:42,Sander K.,Reisverzekering,E-mail,,
INS-2025-0252,Offerte aangemaakt,2025-02-25 08:44:02,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0080,Aanvraag afgewezen,2025-02-25 08:45:32,Pieter dB.,Aansprakelijkheidsverzekering,E-mail,,Onvolledige documentatie
INS-2025-0246,Aanvraagproces afgerond,2025-02-25 08:47:52,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0294,Welkomstbericht verstuurd,2025-02-25 08:51:16,SYSTEEM,Autoverzekering,Telefoon,,
INS-2025-0213,Risicoanalyse gestart,2025-02-25 08:54:56,Dirk M.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0209,Aanvraagproces afgerond,2025-02-25 09:01:52,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0204,Aanvraagproces afgerond,2025-02-25 09:03:51,SYSTEEM,Reisverzekering,Tussenpersoon,,
INS-2025-0174,Polis gecontroleerd,2025-02-25 09:09:17,Layla N.,Levensverzekering,Tussenpersoon,,
INS-2025-0133,Aanvraagproces afgerond,2025-02-25 09:12:11,SYSTEEM,Inboedelverzekering,Online portal,,
INS-2025-0116,Polis aangemaakt in systeem,2025-02-25 09:20:02,Thomas A.,Levensverzekering,E-mail,,
INS-2025-0112,Aanvraag ontvangen,2025-02-25 09:22:08,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0151,Offerte aangemaakt,2025-02-25 09:24:26,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0078,Polis gecontroleerd,2025-02-25 09:25:49,Layla N.,Opstalverzekering,Online portal,,
INS-2025-0028,Risicoclassificatie vastgesteld,2025-02-25 09:30:40,Nora F.,Reisverzekering,Tussenpersoon,Laag,
INS-2025-0038,Polis gecontroleerd,2025-02-25 09:31:21,Layla N.,Autoverzekering,E-mail,,
INS-2025-0137,Risicoanalyse afgerond,2025-02-25 09:34:46,Saskia L.,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0216,Acceptatiebeoordeling gestart,2025-02-25 09:34:48,Wendy R.,Autoverzekering,E-mail,,
INS-2025-0155,Aanvraagproces afgerond,2025-02-25 09:39:35,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0174,Polis definitief vastgesteld,2025-02-25 09:41:39,Thomas A.,Levensverzekering,Tussenpersoon,,
INS-2025-0144,Documentcontrole goedgekeurd,2025-02-25 09:41:55,Eline P.,Opstalverzekering,Online portal,,
INS-2025-0167,Premie definitief vastgesteld,2025-02-25 09:43:27,Sander K.,Levensverzekering,E-mail,,
INS-2025-0063,Gecorrigeerd document ontvangen,2025-02-25 09:52:18,SYSTEEM,Levensverzekering,Tussenpersoon,,
INS-2025-0203,Aanvraagproces afgerond,2025-02-25 09:53:00,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0116,Polis gecontroleerd,2025-02-25 09:56:22,Thomas A.,Levensverzekering,E-mail,,
INS-2025-0107,Aanvraag ontvangen,2025-02-25 09:58:22,SYSTEEM,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0013,Afwijzingsbrief verstuurd,2025-02-25 10:08:46,SYSTEEM,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0151,Offerte verstuurd naar klant,2025-02-25 10:13:06,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0137,Acceptatiebeoordeling gestart,2025-02-25 10:14:14,Frank O.,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0174,Startpremie geïncasseerd,2025-02-25 10:14:53,Sander K.,Levensverzekering,Tussenpersoon,,
INS-2025-0288,Risicoanalyse afgerond,2025-02-25 10:17:02,Nora F.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0144,Risicoanalyse gestart,2025-02-25 10:17:46,Saskia L.,Opstalverzekering,Online portal,,
INS-2025-0147,Premieberekening gestart,2025-02-25 10:26:12,Bianca V.,Reisverzekering,Online portal,,
INS-2025-0167,Offerte aangemaakt,2025-02-25 10:27:27,SYSTEEM,Levensverzekering,E-mail,,
INS-2025-0252,Offerte verstuurd naar klant,2025-02-25 10:32:38,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0009,Intake voltooid,2025-02-25 10:32:39,Bas de W.,Zorgverzekering,E-mail,,
INS-2025-0195,Intake voltooid,2025-02-25 10:38:33,Fatima K.,Levensverzekering,Tussenpersoon,,
INS-2025-0062,Premieberekening gestart,2025-02-25 10:40:57,Sander K.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0294,Aanvraagproces afgerond,2025-02-25 10:47:40,SYSTEEM,Autoverzekering,Telefoon,,
INS-2025-0112,Aanvraag geregistreerd,2025-02-25 10:50:28,Fatima K.,Reisverzekering,E-mail,,
INS-2025-0063,Documentcontrole herstart,2025-02-25 10:56:16,Marieke S.,Levensverzekering,Tussenpersoon,,
INS-2025-0078,Polis definitief vastgesteld,2025-02-25 10:57:24,Layla N.,Opstalverzekering,Online portal,,
INS-2025-0107,Aanvraag geregistreerd,2025-02-25 11:02:31,Yousra B.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0038,Fout gevonden in polis,2025-02-25 11:04:41,Layla N.,Autoverzekering,E-mail,,
INS-2025-0215,Premie definitief vastgesteld,2025-02-25 11:08:54,Sander K.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0168,Risicoanalyse afgerond,2025-02-25 11:10:54,Nora F.,Reisverzekering,Tussenpersoon,,
INS-2025-0090,Document afgekeurd,2025-02-25 11:31:08,Eline P.,Opstalverzekering,Tussenpersoon,,
INS-2025-0078,Startpremie geïncasseerd,2025-02-25 11:33:11,Bianca V.,Opstalverzekering,Online portal,,
INS-2025-0116,Polis definitief vastgesteld,2025-02-25 11:41:29,Layla N.,Levensverzekering,E-mail,,
INS-2025-0288,Acceptatiebeoordeling gestart,2025-02-25 11:42:40,Pieter dB.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0174,Polis geactiveerd,2025-02-25 11:44:32,SYSTEEM,Levensverzekering,Tussenpersoon,,
INS-2025-0029,Gecorrigeerd document ontvangen,2025-02-25 12:03:03,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0168,Acceptatiebeoordeling gestart,2025-02-25 12:03:08,Pieter dB.,Reisverzekering,Tussenpersoon,,
INS-2025-0167,Offerte verstuurd naar klant,2025-02-25 12:06:31,SYSTEEM,Levensverzekering,E-mail,,
INS-2025-0080,Afwijzingsbrief verstuurd,2025-02-25 12:06:38,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0177,Premie definitief vastgesteld,2025-02-25 12:12:23,Sander K.,Reisverzekering,E-mail,,
INS-2025-0001,Premie definitief vastgesteld,2025-02-25 12:13:10,Bianca V.,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0215,Offerte aangemaakt,2025-02-25 12:16:47,SYSTEEM,Arbeidsongeschiktheid,E-mail,,
INS-2025-0009,Documentcontrole gestart,2025-02-25 12:17:24,Eline P.,Zorgverzekering,E-mail,,
INS-2025-0038,Polis gecorrigeerd,2025-02-25 12:24:53,Layla N.,Autoverzekering,E-mail,,
INS-2025-0146,Offerte geaccepteerd door klant,2025-02-25 12:25:50,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0195,Documentcontrole gestart,2025-02-25 12:31:41,Joost H.,Levensverzekering,Tussenpersoon,,
INS-2025-0254,Risicoclassificatie vastgesteld,2025-02-25 12:33:05,Saskia L.,Opstalverzekering,E-mail,Laag,
INS-2025-0142,Premieberekening gestart,2025-02-25 12:33:24,Sander K.,Zorgverzekering,E-mail,,
INS-2025-0028,Risicoanalyse afgerond,2025-02-25 12:35:58,Saskia L.,Reisverzekering,Tussenpersoon,,
INS-2025-0174,Welkomstbericht verstuurd,2025-02-25 12:43:09,SYSTEEM,Levensverzekering,Tussenpersoon,,
INS-2025-0201,Risicoclassificatie vastgesteld,2025-02-25 12:44:34,Saskia L.,Aansprakelijkheidsverzekering,Tussenpersoon,Laag,
INS-2025-0107,Intake voltooid,2025-02-25 12:48:50,Yousra B.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0001,Offerte aangemaakt,2025-02-25 12:50:15,SYSTEEM,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0116,Startpremie geïncasseerd,2025-02-25 12:55:52,Sander K.,Levensverzekering,E-mail,,
INS-2025-0090,Correctie opgevraagd bij klant,2025-02-25 12:58:52,Joost H.,Opstalverzekering,Tussenpersoon,,
INS-2025-0029,Documentcontrole herstart,2025-02-25 13:03:14,Joost H.,Levensverzekering,Online portal,,
INS-2025-0174,Aanvraagproces afgerond,2025-02-25 13:15:52,SYSTEEM,Levensverzekering,Tussenpersoon,,
INS-2025-0078,Polis geactiveerd,2025-02-25 13:24:20,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0116,Polis geactiveerd,2025-02-25 13:28:17,SYSTEEM,Levensverzekering,E-mail,,
INS-2025-0062,Premie definitief vastgesteld,2025-02-25 13:39:41,Sander K.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0146,Polisopmaak gestart,2025-02-25 13:58:19,Thomas A.,Opstalverzekering,Online portal,,
INS-2025-0177,Offerte aangemaakt,2025-02-25 14:06:26,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0116,Welkomstbericht verstuurd,2025-02-25 14:07:31,SYSTEEM,Levensverzekering,E-mail,,
INS-2025-0003,Risicoclassificatie vastgesteld,2025-02-25 14:07:47,Ahmed T.,Aansprakelijkheidsverzekering,Telefoon,Zeer hoog,
INS-2025-0126,Onderzoeksrapport ontvangen,2025-02-25 14:09:54,SYSTEEM,Reisverzekering,Telefoon,,
INS-2025-0215,Offerte verstuurd naar klant,2025-02-25 14:12:39,SYSTEEM,Arbeidsongeschiktheid,E-mail,,
INS-2025-0254,Risicoanalyse afgerond,2025-02-25 14:13:17,Ahmed T.,Opstalverzekering,E-mail,,
INS-2025-0062,Offerte aangemaakt,2025-02-25 14:14:07,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0028,Acceptatiebeoordeling gestart,2025-02-25 14:14:16,Wendy R.,Reisverzekering,Tussenpersoon,,
INS-2025-0006,Aanvraag ontvangen,2025-02-25 14:14:40,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0038,Polis definitief vastgesteld,2025-02-25 14:16:08,Ingrid Z.,Autoverzekering,E-mail,,
INS-2025-0147,Premie definitief vastgesteld,2025-02-25 14:17:36,Bianca V.,Reisverzekering,Online portal,,
INS-2025-0114,Risicoclassificatie vastgesteld,2025-02-25 14:18:02,Dirk M.,Zorgverzekering,E-mail,Laag,
INS-2025-0107,Documentcontrole gestart,2025-02-25 14:28:47,Joost H.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0001,Offerte verstuurd naar klant,2025-02-25 14:34:54,SYSTEEM,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0177,Offerte verstuurd naar klant,2025-02-25 14:42:35,SYSTEEM,Reisverzekering,E-mail,,
INS-2025-0006,Aanvraag geregistreerd,2025-02-25 14:42:52,Fatima K.,Zorgverzekering,Telefoon,,
INS-2025-0078,Welkomstbericht verstuurd,2025-02-25 14:46:59,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0112,Intake voltooid,2025-02-25 14:48:54,Fatima K.,Reisverzekering,E-mail,,
INS-2025-0268,Bezwaar toegekend – aanvraag heropend,2025-02-25 14:50:26,Frank O.,Opstalverzekering,E-mail,,
INS-2025-0195,Documentcontrole goedgekeurd,2025-02-25 15:10:26,Marieke S.,Levensverzekering,Tussenpersoon,,
INS-2025-0147,Offerte aangemaakt,2025-02-25 15:10:31,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0254,Acceptatiebeoordeling gestart,2025-02-25 15:12:44,Frank O.,Opstalverzekering,E-mail,,
INS-2025-0213,Risicoclassificatie vastgesteld,2025-02-25 15:16:12,Ahmed T.,Aansprakelijkheidsverzekering,E-mail,Midden,
INS-2025-0139,Risicoclassificatie vastgesteld,2025-02-25 15:16:44,Ahmed T.,Levensverzekering,Tussenpersoon,Laag,
INS-2025-0266,Risicoclassificatie vastgesteld,2025-02-25 15:18:29,Dirk M.,Aansprakelijkheidsverzekering,Telefoon,Midden,
INS-2025-0038,Startpremie geïncasseerd,2025-02-25 15:20:30,Sander K.,Autoverzekering,E-mail,,
INS-2025-0239,Offerte geaccepteerd door klant,2025-02-25 15:20:45,SYSTEEM,Inboedelverzekering,E-mail,,
INS-2025-0078,Aanvraagproces afgerond,2025-02-25 15:25:23,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0273,Risicoclassificatie vastgesteld,2025-02-25 15:27:00,Nora F.,Opstalverzekering,Telefoon,Laag,
INS-2025-0234,Aanvraag afgewezen,2025-02-25 15:29:26,Frank O.,Arbeidsongeschiktheid,Online portal,,Hoog risicoprofiel
INS-2025-0144,Risicoclassificatie vastgesteld,2025-02-25 15:32:10,Ahmed T.,Opstalverzekering,Online portal,Hoog,
